id,continent_id,country_state_id,city,slug
227,1,27,Kalispell,kalispell
228,1,27,Missoula,missoula
229,1,28,Grand Island,grand-island
230,1,28,Lincoln,lincoln
231,1,28,North Platte,north-platte
232,1,28,Omaha,omaha
233,1,28,Scottsbluff,scottsbluff
234,1,29,Elko,elko
235,1,29,Las Vegas,las-vegas
236,1,29,Reno,reno
237,1,30,New Hampshire,new-hampshire
238,1,31,Central Jersey,central-jersey
239,1,31,Jersey Shore,jersey-shore
240,1,31,Lakewood,lakewood
241,1,31,North Jersey,north-jersey
242,1,31,South Jersey,south-jersey
243,1,32,Albuquerque,albuquerque
244,1,32,Clovis / Portales,clovis-portales
245,1,32,Farmington,farmington
246,1,32,Las Cruces,las-cruces
247,1,32,Roswell / Carlsbad,roswell-carlsbad
248,1,32,Santa Fe/Taos,santa-fe-taos
249,1,33,New York,new-york
250,1,33,Albany,albany
251,1,33,Binghamton,binghamton
252,1,33,Bronx,bronx
253,1,33,Brooklyn,brooklyn
254,1,33,Buffalo,buffalo
255,1,33,Catskills,catskills
256,1,33,Chautauqua,chautauqua
257,1,33,Elmira,elmira
258,1,33,Fairfield,fairfield
259,1,33,Finger Lakes,finger-lakes
260,1,33,Glens Falls,glens-falls
261,1,33,Hudson Valley,hudson-valley
262,1,33,Ithaca,ithaca
263,1,33,Long Island,long-island
264,1,33,Manhattan,manhattan
265,1,33,Oneonta,oneonta
266,1,33,Plattsburgh,plattsburgh
267,1,33,Potsdam,potsdam
268,1,33,Queens,queens
269,1,33,Rochester,rochester
270,1,33,Staten Island,staten-island
271,1,33,Syracuse,syracuse
272,1,33,Twin Tiers,twin tiers
273,1,33,Utica,utica
274,1,33,Watertown,watertown
275,1,33,Westchester,westchester
276,1,34,Asheville,asheville
277,1,34,Boone,boone
278,1,34,Charlotte,charlotte
279,1,34,Eastern,eastern
280,1,34,Fayetteville,fayetteville
281,1,34,Greensboro,greensboro
282,1,34,Hickory,hickory
283,1,34,High Point,high point
284,1,34,Outer Banks,outer banks
285,1,34,Raleigh-Durham,raleigh-durham
286,1,34,Wilmington,wilmington
287,1,34,Winston-Salem,winston-salem
288,1,35,Bismarck,bismarck
289,1,35,Fargo,fargo
290,1,35,Grand Forks,grand-forks
291,1,35,Minot,minot
292,1,36,Akron/Canton,akron-canton
293,1,36,Ashtabula,ashtabula
294,1,36,Athens,athens
295,1,36,Chillicothe,chillicothe
296,1,36,Cincinnati,cincinnati
297,1,36,Cleveland,cleveland
298,1,36,Columbus,columbus
299,1,36,Dayton,dayton
300,1,36,Huntington/Ashland,huntington-ashland
301,1,36,Lima/Findlay,lima-findlay
302,1,36,Mansfield,mansfield
303,1,36,Sandusky,sandusky
304,1,36,Toledo,toledo
305,1,36,Tuscarawas County,tuscarawas-county
306,1,36,Youngstown,youngstown
307,1,36,Zanesville/Cambridge,zanesville-cambridge
308,1,37,Lawton,lawton
309,1,37,Norman,norman
310,1,37,Oklahoma City,oklahoma-city
311,1,37,Stillwater,stillwater
312,1,37,Tulsa,tulsa
313,1,38,Bend,bend
314,1,38,Corvallis,corvallis
315,1,38,East Oregon,east-oregon
316,1,38,Eugene,eugene
317,1,38,Klamath Falls,klamath-falls
318,1,38,Medford,medford
319,1,38,Oregon Coast,oregon-coast
320,1,38,Portland,portland
321,1,38,Roseburg,roseburg
322,1,38,Salem,salem
323,1,39,Allentown,allentown
324,1,39,Altoona,altoona
325,1,39,Chambersburg,chambersburg
326,1,39,Erie,erie
327,1,39,Harrisburg,harrisburg
328,1,39,Lancaster,lancaster
329,1,39,Meadville,meadville
330,1,39,Penn State,penn-state
331,1,39,Philadelphia,philadelphia
332,1,39,Pittsburgh,pittsburgh
333,1,39,Poconos,poconos
334,1,39,Reading,reading
335,1,39,Scranton,scranton
336,1,39,Williamsport,williamsport
337,1,39,York,york
338,1,40,Providence,providence
339,1,40,Warwick,warwick
340,1,41,Charleston,charleston
341,1,41,Columbia,columbia
342,1,41,Florence,florence
343,1,41,Greenville,greenville
344,1,41,Hilton Head,hilton-head
345,1,41,Myrtle Beach,myrtle-beach
346,1,42,Aberdeen,aberdeen
347,1,42,Pierre,pierre
348,1,42,Rapid City,rapid-city
349,1,42,Sioux Falls,sioux-falls
350,1,43,Chattanooga,chattanooga
351,1,43,Clarksville,clarksville
352,1,43,Cookeville,cookeville
353,1,43,Johnson City,johnson-city
354,1,43,Knoxville,knoxville
355,1,43,Memphis,memphis
356,1,43,Nashville,nashville
357,1,43,Tri-Cities,tri-cities
358,1,44,Abilene,abilene
359,1,44,Amarillo,amarillo
360,1,44,Austin,austin
361,1,44,Beaumont,beaumont
362,1,44,Brownsville,brownsville
363,1,44,College Station,college-station
364,1,44,Corpus Christi,corpus-christi
365,1,44,Dallas,dallas
366,1,44,Del Rio,del-rio
367,1,44,Denton,denton
368,1,44,El Paso,el-paso
369,1,44,Fort Worth,fort-worth
370,1,44,Galveston,galveston
371,1,44,Houston,houston
372,1,44,Huntsville,huntsville
373,1,44,Killeen,killeen
374,1,44,Laredo,laredo
375,1,44,Longview,longview
376,1,44,Lubbock,lubbock
377,1,44,Mcallen,mcallen
378,1,44,Mid Cities,mid-cities
379,1,44,Odessa,odessa
380,1,44,San Antonio,san-antonio
381,1,44,San Marcos,san-marcos
382,1,44,Texarkana,texarkana
383,1,44,Texoma,texoma
384,1,44,Tyler,tyler
385,1,44,Victoria,victoria
386,1,44,Waco,waco
387,1,44,Wichita Falls,wichita-falls
388,1,44,Tomball,tomball
389,1,44,Conroe,conroe
390,1,44,Woodland,woodland
391,1,45,Logan,logan
392,1,45,Ogden,ogden
393,1,45,Provo,provo
394,1,45,Salt Lake City,salt-lake-city
395,1,45,St. George,st-george
396,1,46,Vermont,vermont
397,1,47,Charlottesville,charlottesville
398,1,47,Chesapeake,chesapeake
399,1,47,Danville,danville
400,1,47,Fredericksburg,fredericksburg
401,1,47,Hampton,hampton
402,1,47,Harrisonburg,harrisonburg
403,1,47,Lynchburg,lynchburg
404,1,47,New River Valley,new-river-valley
405,1,47,Newport News,newport-news
406,1,47,Norfolk,norfolk
407,1,47,Portsmouth,portsmouth
408,1,47,Richmond,richmond
409,1,47,Roanoke,roanoke
410,1,47,Southwest Virginia,southwest-virginia
411,1,47,Suffolk,suffolk
412,1,47,Virginia Beach,virginia-beach
413,1,48,Bellingham,bellingham
414,1,48,Everett,everett
415,1,48,Moses Lake,moses-lake
416,1,48,Mt. Vernon,mt-vernon
417,1,48,Olympia,olympia
418,1,48,Pullman,pullman
419,1,48,Seattle,seattle
420,1,48,Spokane / Coeur D'Alene,spokane-coeur-d'alene
421,1,48,Tacoma,tacoma
422,1,48,Tri-Cities,tri-cities
423,1,48,Wenatchee,wenatchee
424,1,48,Yakima,yakima
425,1,49,Charleston,charleston
426,1,49,Huntington,huntington
427,1,49,Martinsburg,martinsburg
428,1,49,Morgantown,morgantown
429,1,49,Parkersburg,parkersburg
430,1,49,Southern West Virginia,southern-west-virginia
431,1,49,Wheeling,wheeling
432,1,50,Appleton,appleton
433,1,50,Eau Claire,eau-claire
434,1,50,Green Bay,green-bay
435,1,50,Janesville,janesville
436,1,50,La Crosse,la-crosse
437,1,50,Madison,madison
438,1,50,Milwaukee,milwaukee
439,1,50,Racine,racine
440,1,50,Sheboygan,sheboygan
441,1,50,Wausau,wausau
442,1,51,Wyoming,wyoming
443,2,52,Calgary,calgary
444,2,52,Edmonton,edmonton
445,2,52,Ft Mcmurray,ft-mcmurray
446,2,52,Grande Prairie,grande-prairie
447,2,52,Lethbridge,lethbridge
448,2,52,Medicine Hat,medicine-hat
449,2,52,Red Deer,red-deer
450,2,52,St. Albert,st-albert
451,2,53,Abbotsford,abbotsford
452,2,53,Cariboo,cariboo
453,2,53,Comox Valley,comox-valley
454,2,53,Cranbrook,cranbrook
455,2,53,Kamloops,kamloops
456,2,53,Kelowna,kelowna
457,2,53,Nanaimo,nanaimo
458,2,53,Peace River Country,peace-river-country
459,2,53,Prince George,prince-george
460,2,53,Skeena,skeena
461,2,53,Sunshine Coast,sunshine-coast
462,2,53,Vancouver,vancouver
463,2,53,Victoria,victoria
464,2,53,Whistler,whistler
465,2,54,Brandon,brandon
466,2,54,Winnipeg,winnipeg
467,2,55,Fredericton,fredericton
468,2,55,Moncton,moncton
469,2,55,St. John,st-john
470,2,56,Newfoundland and Labrador,newfoundland-and-labrador
471,2,57,Northwest Territories,northwest-territories
472,2,58,Halifax,halifax
473,2,59,Barrie,barrie
474,2,59,Belleville,belleville
475,2,59,Brantford,brantford
476,2,59,Chatham,chatham
477,2,59,Cornwall,cornwall
478,2,59,Guelph,guelph
479,2,59,Hamilton,hamilton
480,2,59,Kingston,kingston
481,2,59,Kitchener,kitchener
482,2,59,London,london
483,2,59,Niagara,niagara
484,2,59,Ottawa,ottawa
485,2,59,Owen Sound,owen sound
486,2,59,Peterborough,peterborough
487,2,59,Sarnia,sarnia
488,2,59,Sault Ste Marie,sault-ste-marie
489,2,59,Sudbury,sudbury
490,2,59,Thunder Bay,thunder-bay
491,2,59,Toronto,toronto
492,2,59,Windsor,windsor
493,2,60,Montreal,montreal
494,2,60,Quebec City,quebec-city
495,2,60,Saguenay,saguenay
496,2,60,Sherbrooke,sherbrooke
497,2,60,Trois-Rivi,trois-rivi
498,2,60,Prince Albert,prince-albert
499,2,61,Regina,regina
500,2,61,Saskatoon,saskatoon
501,2,62,Yukon,yukon
502,3,63,Tiran,tiran
503,3,64,Graz,graz
504,3,64,Innsbruck,innsbruck
505,3,64,Linz,linz
506,3,64,Salzburg,salzburg
507,3,64,Wien,wien
508,3,65,Minsk,minsk
509,3,66,Antwerp,antwerp
510,3,66,Bruges,bruges
511,3,66,Brussel,brussel
512,3,66,Charleroi,charleroi
513,3,66,Ghent,ghent
514,3,66,Liege,liege
515,3,66,Namur,namur
516,3,67,Sarajevo,sarajevo
517,3,68,Balgariya,balgariya
518,3,69,Zagreb,zagreb
519,3,70,Limassol,limassol
520,3,70,Nicosia,nicosia
521,3,71,Brno,brno
522,3,71,Ceske Budejovice,ceske-budejovice
523,3,71,Liberec,liberec
524,3,71,Olomouc,olomouc
525,3,71,Ostrava,ostrava
526,3,71,Plzen,plzen
527,3,71,Praha,praha
528,3,72,Aarhus,aarhus
529,3,72,Kobenhavn,kobenhavn
530,3,73,Tallinn,tallinn
531,3,74,Helsinki,helsinki
532,3,75,Bordeaux,bordeaux
533,3,75,Bretagne,bretagne
534,3,75,Corse,corse
535,3,75,Departements D'Outre Mer,departements-d-outre-mer
536,3,75,Grenoble,grenoble
537,3,75,Lille,lille
538,3,75,Loire,loire
539,3,75,Lyon,lyon
540,3,75,Marseille,marseille
541,3,75,Montpellier,montpellier
542,3,75,Nantes,nantes
543,3,75,Nice,nice
544,3,75,Normandie,normandie
545,3,75,Paris,paris
546,3,75,Strasbourg,strasbourg
547,3,75,Toulouse,toulouse
548,3,76,Berlin,berlin
549,3,76,Bodensee,bodensee
550,3,76,Bremen,bremen
551,3,76,Dortmund,dortmund
552,3,76,Dresden,dresden
553,3,76,Dusseldorf,dusseldorf
554,3,76,Essen,essen
555,3,76,Frankfurt,frankfurt
556,3,76,Freiburg,freiburg
557,3,76,Hamburg,hamburg
558,3,76,Hannover,hannover
559,3,76,Heidelberg,heidelberg
560,3,76,Kaiserslautern,kaiserslautern
561,3,76,Karlsruhe,karlsruhe
562,3,76,Kiel,kiel
563,3,76,Koln,koln
564,3,76,Leipzig,leipzig
565,3,76,Lubeck,lubeck
566,3,76,Mannheim,mannheim
567,3,76,Munchen,munchen
568,3,76,Nurnberg,nurnberg
569,3,76,Rostock,rostock
570,3,76,Saarbr,saarbr
571,3,76,Schwerin,schwerin
572,3,76,Stuttgart,stuttgart
573,3,77,Athens,athens
574,3,77,Crete,crete
575,3,77,Patras,patras
576,3,77,Thessaloniki,thessaloniki
577,3,78,Budapest,budapest
578,3,78,Debrecen,debrecen
579,3,78,Miskolc,miskolc
580,3,78,Szeged,szeged
581,3,79,Iceland,iceland
582,3,80,Cork,cork
583,3,80,Derry,derry
584,3,80,Dublin,dublin
585,3,80,Galway,galway
586,3,80,Limerick,limerick
587,3,80,Lisburn,lisburn
588,3,80,Waterford,waterford
589,3,81,Bari,bari
590,3,81,Bologna,bologna
591,3,81,Brescia,brescia
592,3,81,Calabria,calabria
593,3,81,Firenze,firenze
594,3,81,Forli-Cesena,forli-cesena
595,3,81,Genova,genova
596,3,81,Milano,milano
597,3,81,Napoli,napoli
598,3,81,Perugia,perugia
599,3,81,Roma,roma
600,3,81,Sardegna,sardegna
601,3,81,Sicilia,sicilia
602,3,81,Torino,torino
603,3,81,Trieste,trieste
604,3,81,Venezia,venezia
605,3,82,Prishtin,prishtin
606,3,83,Riga,riga
607,3,84,Vilnius,vilnius
608,3,85,Luxembourg,luxembourg
609,3,86,?k?n??,?k?n??
610,3,87,Malta,malta
611,3,88,Monaco,monaco
612,3,89,Podgorica,podgorica
613,3,90,Amsterdam,amsterdam
614,3,90,Den Haag,den-haag
615,3,90,Eindhoven,eindhoven
616,3,90,Groningen,groningen
617,3,90,Rotterdam,rotterdam
618,3,90,Utrecht,utrecht
619,3,91,Bergen,bergen
620,3,91,Oslo,oslo
621,3,92,Bialystok,bialystok
622,3,92,Bydgoszcz,bydgoszcz
623,3,92,Gdansk,gdansk
624,3,92,Katowice,katowice
625,3,92,Krakow,krakow
626,3,92,Lodz,lodz
627,3,92,Lublin,lublin
628,3,92,Poznan,poznan
629,3,92,Szczecin,szczecin
630,3,92,Warszawa,warszawa
631,3,92,Wroclaw,wroclaw
632,3,93,Braga,braga
633,3,93,Coimbra,coimbra
634,3,93,Faro / Algarve,faro-algarve
635,3,93,Lisboa,lisboa
636,3,93,Madeira,madeira
637,3,93,Porto,porto
638,3,94,Brasov,brasov
639,3,94,Bucuresti,bucuresti
640,3,94,Cluj-Napoca,cluj-napoca
641,3,94,Constanta,constanta
642,3,94,Craiova,craiova
643,3,94,Galati,galati
644,3,94,Iasi,iasi
645,3,94,Timisoara,timisoara
646,3,95,Moskva,moskva
647,3,95,Sankt-Peterburg,sankt-peterburg
648,3,96,Beograd,beograd
649,3,97,Bratislava,bratislava
650,3,97,Kosice,kosice
651,3,98,Alicante,alicante
652,3,98,Barcelona,barcelona
653,3,98,Bilbao,bilbao
654,3,98,Cadiz,cadiz
655,3,98,Canarias,canarias
656,3,98,Coru,coru
657,3,98,Granada,granada
658,3,98,Ibiza,ibiza
659,3,98,Madrid,madrid
660,3,98,Malaga,malaga
661,3,98,Mallorca,mallorca
662,3,98,Murcia,murcia
663,3,98,Oviedo,oviedo
664,3,98,Salamanca,salamanca
665,3,98,San Sebasti,san-sebasti
666,3,98,Sevilla,sevilla
667,3,98,Valencia,valencia
668,3,98,Valladolid,valladolid
669,3,98,Zaragoza,zaragoza
670,3,99,Goteborg,goteborg
671,3,99,Helsingborg,helsingborg
672,3,99,Jonkoping,jonkoping
673,3,99,Malmo,malmo
674,3,99,Norrkoping,norrkoping
675,3,99,Orebro,orebro
676,3,99,Stockholm,stockholm
677,3,99,Umea,umea
678,3,99,Uppsala,uppsala
679,3,99,Vasteras,vasteras
680,3,100,Basel,basel
681,3,100,Bern,bern
682,3,100,Geneve,geneve
683,3,100,Lausanne,lausanne
684,3,100,Lugano,lugano
685,3,100,Zurich,zurich
686,3,101,Dnipropetrovsk,dnipropetrovsk
687,3,101,Donetsk,donetsk
688,3,101,Kharkiv,kharkiv
689,3,101,Kyiv,kyiv
690,3,101,Lviv,lviv
691,3,101,Odessa,odessa
692,3,101,Zaporizhia,zaporizhia
693,3,102,Aberdeen,aberdeen
694,3,102,Bath,bath
695,3,102,Belfast,belfast
696,3,102,Birmingham,birmingham
697,3,102,Brighton,brighton
698,3,102,Bristol,bristol
699,3,102,Cambridge,cambridge
700,3,102,Devon,devon
701,3,102,East Anglia,east-anglia
702,3,102,East Midlands,east-midlands
703,3,102,Edinburgh,edinburgh
704,3,102,Essex,essex
705,3,102,Glasgow,glasgow
706,3,102,Hampshire,hampshire
707,3,102,Kent,kent
708,3,102,Leeds,leeds
709,3,102,Liverpool,liverpool
710,3,102,London,london
711,3,102,Manchester,manchester
712,3,102,Newcastle,newcastle
713,3,102,Oxford,oxford
714,3,102,Sheffield,sheffield
715,3,102,Wales,wales
716,4,103,Adelaide,adelaide
717,4,103,Brisbane,brisbane
718,4,103,Cairns,cairns
719,4,103,Canberra,canberra
720,4,103,Darwin,darwin
721,4,103,Gold Coast,gold-coast
722,4,103,Hobart,hobart
723,4,103,Launceston,launceston
724,4,103,Melbourne,melbourne
725,4,103,Newcastle,newcastle
726,4,103,Perth,perth
727,4,103,Sydney,sydney
728,4,103,Toowoomba,toowoomba
729,4,103,Townsville,townsville
730,4,103,Wollongong,wollongong
731,4,104,Guam,guam
732,4,105,Auckland,auckland
733,4,105,Christchurch,christchurch
734,4,105,Dunedin,dunedin
735,4,105,Hamilton,hamilton
736,4,105,Invercargill,invercargill
737,4,105,Napier-Hastings,napier-hastings
738,4,105,Nelson,nelson
739,4,105,Northland,northland
740,4,105,Tauranga,tauranga
741,4,105,Wellington,wellington
742,5,106,Buenos Aires,buenos-aires
743,5,106,Cordoba,cordoba
744,5,106,Laplata,laplata
745,5,106,Mendoza,mendoza
746,5,106,Rosario,rosario
747,5,106,Salta,salta
748,5,106,South Argentina,south-argentina
749,5,106,Tucuman,tucuman
750,5,107,Belize,belize
751,5,108,La Paz,la-paz
752,5,109,Bahia,bahia
753,5,109,Belem,belem
754,5,109,Belo Horizonte,belo-horizonte
755,5,109,Brasilia,brasilia
756,5,109,Curitiba,curitiba
757,5,109,Fortaleza,fortaleza
758,5,109,Goiania,goiania
759,5,109,Manaus,manaus
760,5,109,Porto Alegre,porto-alegre
761,5,109,Recife,recife
762,5,109,Rio De Janeiro,rio-de-janeiro
763,5,109,Sao Paulo,sao-paulo
764,5,110,Bahamas,bahamas
765,5,110,Dominican Republic,dominican-republic
766,5,110,Jamaica,jamaica
767,5,110,Other Caribbean,other-caribbean
768,5,110,Puerto Rico,puerto-rico
769,5,110,Virgin Islands,virgin-islands
770,5,111,Antofagasta,antofagasta
771,5,111,Chill,chill
772,5,111,Concepcion,concepcion
773,5,111,Iquique,iquique
774,5,111,La Serena,la serena
775,5,111,Montt,montt
776,5,111,Rancagua,rancagua
777,5,111,Santiago,santiago
778,5,111,Talca,talca
779,5,111,Temuco,temuco
780,5,111,Valparaiso,valparaiso
781,5,112,Barranquilla,barranquilla
782,5,112,Bogota,bogota
783,5,112,Bucaramanga,bucaramanga
784,5,112,Cali,cali
785,5,112,Cartagena,cartagena
786,5,112,Cucuta,cucuta
787,5,112,Ibagu,ibagu
788,5,112,Medellin,medellin
789,5,112,Neiva,neiva
790,5,112,Pasto,pasto
791,5,112,Pereira,pereira
792,5,112,Santa Marta,santa-marta
793,5,113,Costa Rica,costa-rica
794,5,114,Ambato,ambato
795,5,114,Cuenca,cuenca
796,5,114,Esmeraldas,esmeraldas
797,5,114,Guayaquil,guayaquil
798,5,114,Machala,machala
799,5,114,Manta,manta
800,5,114,Quito,quito
801,5,114,Santo Domingo,santo-domingo
802,5,115,San Miguel,san-miguel
803,5,115,San Salvador,san-salvador
804,5,115,Santa Ana,santa-ana
805,5,116,Guatemala,guatemala
806,5,117,Georgetown,georgetown
807,5,118,Tegucigalpa,tegucigalpa
808,5,119,Acapulco,acapulco
809,5,119,Baja California,baja-california
810,5,119,Chihuahua,chihuahua
811,5,119,Ciudad Ju,ciudad-ju
812,5,119,Df,df
813,5,119,Guadalajara,guadalajara
814,5,119,Guanajuato,guanajuato
815,5,119,Hermosillo,hermosillo
816,5,119,Hidalgo,hidalgo
817,5,119,Mazatl,mazatl
818,5,119,Monterrey,monterrey
819,5,119,Oaxaca,oaxaca
820,5,119,Puebla,puebla
